"FishID","LiftID","Lake","Agency","SpeciesName","SpeciesNumber","SpeciesAbbrev","MeshSizemm","Length(mm)","Weight(g)","R/D","Age","AgeStructure","SexAgency","MaturityAgency","FinClipAgency","CWTAgency","A1-A3","A1","A2","A3","A4","B1","B2","B3","B4"
"OMNR_SLR_IA25_LSF_20_334_1","OMNR_SLR_IA25_LSF_20","Ontario","OMNR","Walleye",334,"",102,456,980.43,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_21_131_1","OMNR_SLR_IA25_LSF_21","Ontario","OMNR","Northern pike",131,"",102,601,1521.04,"D","","28D","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_21_334_1","OMNR_SLR_IA25_LSF_21","Ontario","OMNR","Walleye",334,"",38,328,341.6,"D","","2A","M","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_21_334_2","OMNR_SLR_IA25_LSF_21","Ontario","OMNR","Walleye",334,"",64,335,372.32,"D","","2","M","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_21_334_3","OMNR_SLR_IA25_LSF_21","Ontario","OMNR","Walleye",334,"",76,558,1780.51,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_21_334_4","OMNR_SLR_IA25_LSF_21","Ontario","OMNR","Walleye",334,"",152,681,3010.33,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_22_334_1","OMNR_SLR_IA25_LSF_22","Ontario","OMNR","Walleye",334,"",64,292,234.27,"D","","2A","F","9","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_22_334_2","OMNR_SLR_IA25_LSF_22","Ontario","OMNR","Walleye",334,"",76,406,665.73,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_23_334_1","OMNR_SLR_IA25_LSF_23","Ontario","OMNR","Walleye",334,"",76,353,412.66,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_24_317_1","OMNR_SLR_IA25_LSF_24","Ontario","OMNR","Largemouth bass",317,"",38,133,34.27,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_24_317_2","OMNR_SLR_IA25_LSF_24","Ontario","OMNR","Largemouth bass",317,"",38,120,25.64,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_24_317_3","OMNR_SLR_IA25_LSF_24","Ontario","OMNR","Largemouth bass",317,"",38,123,28.14,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_24_317_4","OMNR_SLR_IA25_LSF_24","Ontario","OMNR","Largemouth bass",317,"",51,126,27.99,"D","","2","F","9",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_24_317_5","OMNR_SLR_IA25_LSF_24","Ontario","OMNR","Largemouth bass",317,"",64,225,211.24,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_24_334_1","OMNR_SLR_IA25_LSF_24","Ontario","OMNR","Walleye",334,"",127,591,2196.3,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_3_316_1","OMNR_SLR_IA25_LSF_3","Ontario","OMNR","Smallmouth bass",316,"",51,178,100.61,"D","","2A","F","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_3_316_2","OMNR_SLR_IA25_LSF_3","Ontario","OMNR","Smallmouth bass",316,"",64,235,207.06,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_3_316_3","OMNR_SLR_IA25_LSF_3","Ontario","OMNR","Smallmouth bass",316,"",89,299,456.97,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_3_334_1","OMNR_SLR_IA25_LSF_3","Ontario","OMNR","Walleye",334,"",76,375,423.56,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_4_334_1","OMNR_SLR_IA25_LSF_4","Ontario","OMNR","Walleye",334,"",51,242,120.09,"D","","2A","M","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_4_334_2","OMNR_SLR_IA25_LSF_4","Ontario","OMNR","Walleye",334,"",102,507,1125.66,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_4_334_3","OMNR_SLR_IA25_LSF_4","Ontario","OMNR","Walleye",334,"",102,529,1268.65,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_5_131_1","OMNR_SLR_IA25_LSF_5","Ontario","OMNR","Northern pike",131,"",38,796,2747.88,"D","","28D","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_5_131_2","OMNR_SLR_IA25_LSF_5","Ontario","OMNR","Northern pike",131,"",38,215,71.83,"D","","28D","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_5_317_1","OMNR_SLR_IA25_LSF_5","Ontario","OMNR","Largemouth bass",317,"",102,453.14344,1999.06,"D","","2","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_5_334_1","OMNR_SLR_IA25_LSF_5","Ontario","OMNR","Walleye",334,"",102,465,975.16,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_6_316_1","OMNR_SLR_IA25_LSF_6","Ontario","OMNR","Smallmouth bass",316,"",38,156,53.19,"D","","2A","F","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_6_316_2","OMNR_SLR_IA25_LSF_6","Ontario","OMNR","Smallmouth bass",316,"",64,403,1140.46,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_6_316_3","OMNR_SLR_IA25_LSF_6","Ontario","OMNR","Smallmouth bass",316,"",89,302,443.96,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_6_316_4","OMNR_SLR_IA25_LSF_6","Ontario","OMNR","Smallmouth bass",316,"",102,333,603.5,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_7_131_1","OMNR_SLR_IA25_LSF_7","Ontario","OMNR","Northern pike",131,"",89,775,3271.88,"D","","28D","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_7_234_1","OMNR_SLR_IA25_LSF_7","Ontario","OMNR","Channel catfish",234,"",102,765,6853.04,"D","","5","M",NA,NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_7_334_1","OMNR_SLR_IA25_LSF_7","Ontario","OMNR","Walleye",334,"",102,482,996.94,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_8_316_1","OMNR_SLR_IA25_LSF_8","Ontario","OMNR","Smallmouth bass",316,"",89,316,584.24,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_8_316_2","OMNR_SLR_IA25_LSF_8","Ontario","OMNR","Smallmouth bass",316,"",102,408,1157.52,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_8_316_3","OMNR_SLR_IA25_LSF_8","Ontario","OMNR","Smallmouth bass",316,"",127,394,1137.54,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_8_316_4","OMNR_SLR_IA25_LSF_8","Ontario","OMNR","Smallmouth bass",316,"",127,436,1625.05,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_8_316_5","OMNR_SLR_IA25_LSF_8","Ontario","OMNR","Smallmouth bass",316,"",152,413,1181.77,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_8_316_6","OMNR_SLR_IA25_LSF_8","Ontario","OMNR","Smallmouth bass",316,"",152,476,2019.08,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_8_334_1","OMNR_SLR_IA25_LSF_8","Ontario","OMNR","Walleye",334,"",38,261,148.2,"D","","2A","M","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_8_334_2","OMNR_SLR_IA25_LSF_8","Ontario","OMNR","Walleye",334,"",38,282,182.18,"D","","2A","F","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_LSF_8_334_3","OMNR_SLR_IA25_LSF_8","Ontario","OMNR","Walleye",334,"",38,288,216.64,"D","","2A","F","9","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_1_316_1","OMNR_SLR_IA25_THI_1","Ontario","OMNR","Smallmouth bass",316,"",102,434,1463.94,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_1_334_1","OMNR_SLR_IA25_THI_1","Ontario","OMNR","Walleye",334,"",127,577,2275,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_1_371_1","OMNR_SLR_IA25_THI_1","Ontario","OMNR","Freshwater drum",371,"",152,452,1136.81,"D","","2A","M",NA,NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_10_316_1","OMNR_SLR_IA25_THI_10","Ontario","OMNR","Smallmouth bass",316,"",152,494,2436.37,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_10_334_1","OMNR_SLR_IA25_THI_10","Ontario","OMNR","Walleye",334,"",127,585,2121.33,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_10_371_1","OMNR_SLR_IA25_THI_10","Ontario","OMNR","Freshwater drum",371,"",152,481,1322.94,"D","","2A","F",NA,NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_11_334_1","OMNR_SLR_IA25_THI_11","Ontario","OMNR","Walleye",334,"",64,281,194.6,"D","","2A","M","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_11_334_2","OMNR_SLR_IA25_THI_11","Ontario","OMNR","Walleye",334,"",64,261,156.39,"D","","2A","F","9","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_11_334_3","OMNR_SLR_IA25_THI_11","Ontario","OMNR","Walleye",334,"",76,289,212.17,"D","","2A","F","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_13_316_1","OMNR_SLR_IA25_THI_13","Ontario","OMNR","Smallmouth bass",316,"",38,176,69.24,"D","","2A","M","1","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_13_316_2","OMNR_SLR_IA25_THI_13","Ontario","OMNR","Smallmouth bass",316,"",89,306,436.63,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_13_316_3","OMNR_SLR_IA25_THI_13","Ontario","OMNR","Smallmouth bass",316,"",127,386,1045.39,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_13_316_4","OMNR_SLR_IA25_THI_13","Ontario","OMNR","Smallmouth bass",316,"",127,431,1598.34,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_13_316_5","OMNR_SLR_IA25_THI_13","Ontario","OMNR","Smallmouth bass",316,"",127,481,1982.04,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_13_316_6","OMNR_SLR_IA25_THI_13","Ontario","OMNR","Smallmouth bass",316,"",152,477,2037.63,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_14_316_1","OMNR_SLR_IA25_THI_14","Ontario","OMNR","Smallmouth bass",316,"",76,245,246.89,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_14_334_1","OMNR_SLR_IA25_THI_14","Ontario","OMNR","Walleye",334,"",102,551,1812.84,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_14_334_2","OMNR_SLR_IA25_THI_14","Ontario","OMNR","Walleye",334,"",127,685,3699.76,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_14_334_3","OMNR_SLR_IA25_THI_14","Ontario","OMNR","Walleye",334,"",127,674,2929.52,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_15_131_1","OMNR_SLR_IA25_THI_15","Ontario","OMNR","Northern pike",131,"",64,794,2450.12,"D","","28D","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_15_316_1","OMNR_SLR_IA25_THI_15","Ontario","OMNR","Smallmouth bass",316,"",102,370,1001.13,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_15_317_1","OMNR_SLR_IA25_THI_15","Ontario","OMNR","Largemouth bass",317,"",38,191,104.99,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_16_316_1","OMNR_SLR_IA25_THI_16","Ontario","OMNR","Smallmouth bass",316,"",64,237,213,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_16_316_2","OMNR_SLR_IA25_THI_16","Ontario","OMNR","Smallmouth bass",316,"",64,284,343.48,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_16_316_3","OMNR_SLR_IA25_THI_16","Ontario","OMNR","Smallmouth bass",316,"",76,288,370.3,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_16_316_4","OMNR_SLR_IA25_THI_16","Ontario","OMNR","Smallmouth bass",316,"",89,291,429.61,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_16_316_5","OMNR_SLR_IA25_THI_16","Ontario","OMNR","Smallmouth bass",316,"",127,429,1328.42,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_16_316_6","OMNR_SLR_IA25_THI_16","Ontario","OMNR","Smallmouth bass",316,"",127,452,1798.66,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_16_316_7","OMNR_SLR_IA25_THI_16","Ontario","OMNR","Smallmouth bass",316,"",152,486,2237.44,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_16_334_1","OMNR_SLR_IA25_THI_16","Ontario","OMNR","Walleye",334,"",102,561,2133.23,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_16_334_2","OMNR_SLR_IA25_THI_16","Ontario","OMNR","Walleye",334,"",127,570,1963.19,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_17_316_1","OMNR_SLR_IA25_THI_17","Ontario","OMNR","Smallmouth bass",316,"",51,200,110.66,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_17_316_2","OMNR_SLR_IA25_THI_17","Ontario","OMNR","Smallmouth bass",316,"",89,311,519.23,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_17_316_3","OMNR_SLR_IA25_THI_17","Ontario","OMNR","Smallmouth bass",316,"",102,303,451.59,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_17_316_4","OMNR_SLR_IA25_THI_17","Ontario","OMNR","Smallmouth bass",316,"",102,285,369.66,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_17_316_5","OMNR_SLR_IA25_THI_17","Ontario","OMNR","Smallmouth bass",316,"",102,415,1350.34,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_17_316_6","OMNR_SLR_IA25_THI_17","Ontario","OMNR","Smallmouth bass",316,"",127,447,1613.48,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_17_316_7","OMNR_SLR_IA25_THI_17","Ontario","OMNR","Smallmouth bass",316,"",127,436,1653.09,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_17_316_10","OMNR_SLR_IA25_THI_17","Ontario","OMNR","Smallmouth bass",316,"",152,452,1720.35,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_17_316_11","OMNR_SLR_IA25_THI_17","Ontario","OMNR","Smallmouth bass",316,"",152,460,1750.06,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_17_316_12","OMNR_SLR_IA25_THI_17","Ontario","OMNR","Smallmouth bass",316,"",152,466,1900.3,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_17_316_13","OMNR_SLR_IA25_THI_17","Ontario","OMNR","Smallmouth bass",316,"",152,473,1821,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_17_316_14","OMNR_SLR_IA25_THI_17","Ontario","OMNR","Smallmouth bass",316,"",152,472,1976.52,"D","","2A","M","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_17_316_15","OMNR_SLR_IA25_THI_17","Ontario","OMNR","Smallmouth bass",316,"",152,490,1865.27,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_17_316_8","OMNR_SLR_IA25_THI_17","Ontario","OMNR","Smallmouth bass",316,"",152,416,1154.93,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_17_316_9","OMNR_SLR_IA25_THI_17","Ontario","OMNR","Smallmouth bass",316,"",152,416,1220.5,"D","","2A","F","2","0",NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_18_131_1","OMNR_SLR_IA25_THI_18","Ontario","OMNR","Northern pike",131,"",51,739.24387,2714.51,"D","","28D","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_SLR_IA25_THI_18_316_1","OMNR_SLR_IA25_THI_18","Ontario","OMNR","Smallmouth bass",316,"",38,155,48.91,"D","","2A","M","1","0",NA,0,0,0,0,0,0,0,0,0
