"FishID","LiftID","Lake","Agency","SpeciesName","SpeciesNumber","SpeciesAbbrev","MeshSizemm","Length(mm)","Weight(g)","R/D","Age","AgeStructure","SexAgency","MaturityAgency","FinClipAgency","A1-A3","A1","A2","A3","A4","B1","B2","B3","B4"
"OMNR_LOA_IA25_GL1_101_371_18","OMNR_LOA_IA25_GL1_101","Ontario","OMNR","Freshwater drum",371,"",152,483,1375.15,"D","","2A","M",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_101_371_19","OMNR_LOA_IA25_GL1_101","Ontario","OMNR","Freshwater drum",371,"",152,576,2841.55,"D","","2A","M",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_101_371_20","OMNR_LOA_IA25_GL1_101","Ontario","OMNR","Freshwater drum",371,"",152,496,1541.32,"D","","2A","M",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_102_334_1","OMNR_LOA_IA25_GL1_102","Ontario","OMNR","Walleye",334,"",51,276,175.96,"D","","2A","M","1","0",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_102_334_2","OMNR_LOA_IA25_GL1_102","Ontario","OMNR","Walleye",334,"",51,246,130.38,"D","","2A","M","1","0",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_102_334_3","OMNR_LOA_IA25_GL1_102","Ontario","OMNR","Walleye",334,"",64,444,858.68,"D","","2A","M","2","0",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_102_334_4","OMNR_LOA_IA25_GL1_102","Ontario","OMNR","Walleye",334,"",89,549,1707.07,"D","","2A","M","2","0",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_102_334_5","OMNR_LOA_IA25_GL1_102","Ontario","OMNR","Walleye",334,"",102,526,1322.49,"D","","2A","M","2","0",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_102_334_6","OMNR_LOA_IA25_GL1_102","Ontario","OMNR","Walleye",334,"",127,647,2474.64,"D","","2A","F","2","0",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_102_371_1","OMNR_LOA_IA25_GL1_102","Ontario","OMNR","Freshwater drum",371,"",114,403,715.08,"D","","2A","M",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_102_371_2","OMNR_LOA_IA25_GL1_102","Ontario","OMNR","Freshwater drum",371,"",114,366,587.7,"D","","2A","M",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_102_371_3","OMNR_LOA_IA25_GL1_102","Ontario","OMNR","Freshwater drum",371,"",127,414,832.41,"D","","2A","M",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_102_371_4","OMNR_LOA_IA25_GL1_102","Ontario","OMNR","Freshwater drum",371,"",140,396,812.76,"D","","2A","M",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_102_371_5","OMNR_LOA_IA25_GL1_102","Ontario","OMNR","Freshwater drum",371,"",152,504,1756.63,"D","","2A","M",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_103_081_1","OMNR_LOA_IA25_GL1_103","Ontario","OMNR","Lake trout",81,"",51,672,2797.87,"D","","2","F","2","15",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_103_081_2","OMNR_LOA_IA25_GL1_103","Ontario","OMNR","Lake trout",81,"",102,557,1597.67,"D","","2A","M","2","45",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_103_081_3","OMNR_LOA_IA25_GL1_103","Ontario","OMNR","Lake trout",81,"",102,585,2031.75,"D","","2A","M","2","45",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_103_081_4","OMNR_LOA_IA25_GL1_103","Ontario","OMNR","Lake trout",81,"",114,774,5118.84,"D","","2","F","2","25",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_103_081_5","OMNR_LOA_IA25_GL1_103","Ontario","OMNR","Lake trout",81,"",114,754,5065.27,"D","","2A","F","2","25",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_103_081_6","OMNR_LOA_IA25_GL1_103","Ontario","OMNR","Lake trout",81,"",114,663,2946.44,"D","","2A","M","2","15",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_103_081_7","OMNR_LOA_IA25_GL1_103","Ontario","OMNR","Lake trout",81,"",114,560,1770.56,"D","","2A","M","2","45",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_103_081_8","OMNR_LOA_IA25_GL1_103","Ontario","OMNR","Lake trout",81,"",114,563,1646.83,"D","","2A","M","2","45",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_103_081_9","OMNR_LOA_IA25_GL1_103","Ontario","OMNR","Lake trout",81,"",114,511,1147.06,"D","","2A","M","2","45",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_103_081_10","OMNR_LOA_IA25_GL1_103","Ontario","OMNR","Lake trout",81,"",127,580,2339.33,"D","","2A","M","2","45",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_103_081_11","OMNR_LOA_IA25_GL1_103","Ontario","OMNR","Lake trout",81,"",127,601,2209.19,"D","","2A","F","2","15",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_103_081_12","OMNR_LOA_IA25_GL1_103","Ontario","OMNR","Lake trout",81,"",140,755,4283.58,"D","","2A","M","2","45",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_103_081_13","OMNR_LOA_IA25_GL1_103","Ontario","OMNR","Lake trout",81,"",140,595,1963.99,"D","","2A","M","2","45",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_103_081_14","OMNR_LOA_IA25_GL1_103","Ontario","OMNR","Lake trout",81,"",152,765,5342.59,"D","","2A","F","2","25",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_103_091_1","OMNR_LOA_IA25_GL1_103","Ontario","OMNR","Lake whitefish",91,"",102,508,973.35,"D","","2A","M","2",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_104_075_1","OMNR_LOA_IA25_GL1_104","Ontario","OMNR","Chinook salmon",75,"",51,249,153.66,"D","","A","F","1","0",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_104_081_1","OMNR_LOA_IA25_GL1_104","Ontario","OMNR","Lake trout",81,"",51,236,122.58,"D","","2A","F","1","2",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_104_081_2","OMNR_LOA_IA25_GL1_104","Ontario","OMNR","Lake trout",81,"",64,442,786.02,"D","","2A","F","2","5",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_104_081_3","OMNR_LOA_IA25_GL1_104","Ontario","OMNR","Lake trout",81,"",64,358,447.81,"D","","2A","F","2","2",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_104_081_4","OMNR_LOA_IA25_GL1_104","Ontario","OMNR","Lake trout",81,"",76,717,4572.35,"D","","2A","F","2","5",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_104_081_5","OMNR_LOA_IA25_GL1_104","Ontario","OMNR","Lake trout",81,"",89,590,2011.5,"D","","2A","M","2","45",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_104_081_6","OMNR_LOA_IA25_GL1_104","Ontario","OMNR","Lake trout",81,"",102,559,1690.19,"D","","2A","F","2","5",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_104_081_7","OMNR_LOA_IA25_GL1_104","Ontario","OMNR","Lake trout",81,"",102,785,5867.6,"D","","2A","M","2","15",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_104_081_8","OMNR_LOA_IA25_GL1_104","Ontario","OMNR","Lake trout",81,"",114,739,4396.96,"D","","2A","F","2","5",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_104_081_9","OMNR_LOA_IA25_GL1_104","Ontario","OMNR","Lake trout",81,"",152,844,7749.49,"D","","2A","M","2","35",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_104_091_1","OMNR_LOA_IA25_GL1_104","Ontario","OMNR","Lake whitefish",91,"",51,304,200.41,"D","","2A","M","2",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_104_091_2","OMNR_LOA_IA25_GL1_104","Ontario","OMNR","Lake whitefish",91,"",114,545,1549.31,"D","","2A","F","2",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_105_081_1","OMNR_LOA_IA25_GL1_105","Ontario","OMNR","Lake trout",81,"",76,616,2685.43,"D","","2A","M","2","15",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_105_081_2","OMNR_LOA_IA25_GL1_105","Ontario","OMNR","Lake trout",81,"",76,349,420.23,"D","","2A","M","1","2",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_105_081_3","OMNR_LOA_IA25_GL1_105","Ontario","OMNR","Lake trout",81,"",76,454,973.44,"D","","2A","M","2","35",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_105_081_4","OMNR_LOA_IA25_GL1_105","Ontario","OMNR","Lake trout",81,"",89,615,2213.59,"D","","2A","M","2","4",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_105_081_5","OMNR_LOA_IA25_GL1_105","Ontario","OMNR","Lake trout",81,"",89,471,995.58,"D","","2A","M","2","35",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_105_081_6","OMNR_LOA_IA25_GL1_105","Ontario","OMNR","Lake trout",81,"",102,589,1938.75,"D","","2A","M","2","45",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_105_081_8","OMNR_LOA_IA25_GL1_105","Ontario","OMNR","Lake trout",81,"",140,623,2564.42,"D","","2A","M","2","45",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_105_081_9","OMNR_LOA_IA25_GL1_105","Ontario","OMNR","Lake trout",81,"",152,653,3079.74,"D","","2A","M","2","1",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_105_091_1","OMNR_LOA_IA25_GL1_105","Ontario","OMNR","Lake whitefish",91,"",76,406,418.07,"D","","2A","M","2",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_105_091_2","OMNR_LOA_IA25_GL1_105","Ontario","OMNR","Lake whitefish",91,"",89,435,697.65,"D","","2A","M","2",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_105_091_3","OMNR_LOA_IA25_GL1_105","Ontario","OMNR","Lake whitefish",91,"",89,511,1098.83,"D","","2A","M","2",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_105_093_1","OMNR_LOA_IA25_GL1_105","Ontario","OMNR","Lake herring",93,"",89,471,1035.51,"D","","2A","F","2",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_106_081_1","OMNR_LOA_IA25_GL1_106","Ontario","OMNR","Lake trout",81,"",64,405,647.98,"D","","2A","F","2","25",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_106_081_2","OMNR_LOA_IA25_GL1_106","Ontario","OMNR","Lake trout",81,"",102,493,1256.25,"D","","2A","M","2","35",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_106_081_3","OMNR_LOA_IA25_GL1_106","Ontario","OMNR","Lake trout",81,"",102,644,3080.24,"D","","2A","M","2","15",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_106_081_4","OMNR_LOA_IA25_GL1_106","Ontario","OMNR","Lake trout",81,"",114,527,1524.09,"D","","2A","M","2","0",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_106_081_5","OMNR_LOA_IA25_GL1_106","Ontario","OMNR","Lake trout",81,"",114,636,2782.69,"D","","2A","M","2","15",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_106_081_6","OMNR_LOA_IA25_GL1_106","Ontario","OMNR","Lake trout",81,"",127,564,1826.63,"D","","2A","M","2","45",1,1,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_106_081_7","OMNR_LOA_IA25_GL1_106","Ontario","OMNR","Lake trout",81,"",140,668,2996,"D","","2A","M","2","15",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_106_081_8","OMNR_LOA_IA25_GL1_106","Ontario","OMNR","Lake trout",81,"",140,778,5769.59,"D","","2A","F","2","0",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_106_081_9","OMNR_LOA_IA25_GL1_106","Ontario","OMNR","Lake trout",81,"",152,799,6200.5,"D","","2A","F","2","15",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_106_091_1","OMNR_LOA_IA25_GL1_106","Ontario","OMNR","Lake whitefish",91,"",102,540,1551.46,"D","","2A","F","2",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_106_091_2","OMNR_LOA_IA25_GL1_106","Ontario","OMNR","Lake whitefish",91,"",140,571,1742.12,"D","","2A","M","2",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_106_093_1","OMNR_LOA_IA25_GL1_106","Ontario","OMNR","Lake herring",93,"",76,415,562.07,"D","","2A","M","2",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_107_081_1","OMNR_LOA_IA25_GL1_107","Ontario","OMNR","Lake trout",81,"",51,683,4191.79,"D","","2A","M","2","15",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_107_081_2","OMNR_LOA_IA25_GL1_107","Ontario","OMNR","Lake trout",81,"",51,760,4925.5,"D","","2A","M","2","15",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_107_081_3","OMNR_LOA_IA25_GL1_107","Ontario","OMNR","Lake trout",81,"",64,591,2019.13,"D","","2A","M","2","0",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_107_081_4","OMNR_LOA_IA25_GL1_107","Ontario","OMNR","Lake trout",81,"",76,640,2923.94,"D","","2A","M","2","15",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_107_081_5","OMNR_LOA_IA25_GL1_107","Ontario","OMNR","Lake trout",81,"",89,661,3290.32,"D","","2A","M","2","15",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_107_081_6","OMNR_LOA_IA25_GL1_107","Ontario","OMNR","Lake trout",81,"",102,846,6605.26,"D","","2A","M","2","25",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_107_081_7","OMNR_LOA_IA25_GL1_107","Ontario","OMNR","Lake trout",81,"",102,734,4327.45,"D","","2A","F","2","0",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_107_081_10","OMNR_LOA_IA25_GL1_107","Ontario","OMNR","Lake trout",81,"",114,731,4827.23,"D","","2A","F","2","5",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_107_081_8","OMNR_LOA_IA25_GL1_107","Ontario","OMNR","Lake trout",81,"",114,690,3721.08,"D","","2A","F","2","15",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_107_081_9","OMNR_LOA_IA25_GL1_107","Ontario","OMNR","Lake trout",81,"",114,724,4470.12,"D","","2A","M","2","0",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_107_081_11","OMNR_LOA_IA25_GL1_107","Ontario","OMNR","Lake trout",81,"",127,722,5826.55,"D","","2A","F","2","35",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_107_081_12","OMNR_LOA_IA25_GL1_107","Ontario","OMNR","Lake trout",81,"",140,693,3712.43,"D","","2A","F","2","0",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_107_081_13","OMNR_LOA_IA25_GL1_107","Ontario","OMNR","Lake trout",81,"",140,698,4081.96,"D","","2A","M","2","15",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_107_081_14","OMNR_LOA_IA25_GL1_107","Ontario","OMNR","Lake trout",81,"",140,790,6030.51,"D","","2A","M","2","45",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_107_081_15","OMNR_LOA_IA25_GL1_107","Ontario","OMNR","Lake trout",81,"",140,718,5077.73,"D","","2A","M","2","45",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_107_081_16","OMNR_LOA_IA25_GL1_107","Ontario","OMNR","Lake trout",81,"",152,647,3040.69,"D","","2A","M","2","15",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_107_081_17","OMNR_LOA_IA25_GL1_107","Ontario","OMNR","Lake trout",81,"",152,787,6435.55,"D","","2A","F","2","35",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_107_091_1","OMNR_LOA_IA25_GL1_107","Ontario","OMNR","Lake whitefish",91,"",89,420,623.18,"D","","2A","F","2",NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_108_081_1","OMNR_LOA_IA25_GL1_108","Ontario","OMNR","Lake trout",81,"",51,700,3718.89,"D","","2A","M","2","15",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_108_081_2","OMNR_LOA_IA25_GL1_108","Ontario","OMNR","Lake trout",81,"",89,791,5172.18,"D","","2A","F","2","2",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_108_081_3","OMNR_LOA_IA25_GL1_108","Ontario","OMNR","Lake trout",81,"",102,750,5024.25,"D","","2A","M","2","45",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_108_081_4","OMNR_LOA_IA25_GL1_108","Ontario","OMNR","Lake trout",81,"",102,706,5035.38,"D","","2A","F","2","15",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_108_081_5","OMNR_LOA_IA25_GL1_108","Ontario","OMNR","Lake trout",81,"",127,772,5799.71,"D","","2A","M","2","25",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_108_081_10","OMNR_LOA_IA25_GL1_108","Ontario","OMNR","Lake trout",81,"",140,795,5618.92,"D","","2A","M","2","25",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_108_081_11","OMNR_LOA_IA25_GL1_108","Ontario","OMNR","Lake trout",81,"",140,720,4387.81,"D","","2A","M","2","25",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_108_081_6","OMNR_LOA_IA25_GL1_108","Ontario","OMNR","Lake trout",81,"",140,679,3680.06,"D","","2A","M","2","25",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_108_081_7","OMNR_LOA_IA25_GL1_108","Ontario","OMNR","Lake trout",81,"",140,785,5793.65,"D","","2A","F","2","35",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_108_081_8","OMNR_LOA_IA25_GL1_108","Ontario","OMNR","Lake trout",81,"",140,783,5306.66,"D","","2A","M","2","45",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_108_081_9","OMNR_LOA_IA25_GL1_108","Ontario","OMNR","Lake trout",81,"",140,713,4168.72,"D","","2A","F","2","25",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_108_081_12","OMNR_LOA_IA25_GL1_108","Ontario","OMNR","Lake trout",81,"",152,649,2791.65,"D","","2A","M","2","15",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_109_081_1","OMNR_LOA_IA25_GL1_109","Ontario","OMNR","Lake trout",81,"",127,681,3944.6,"D","","2A","M","2","25",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_109_081_2","OMNR_LOA_IA25_GL1_109","Ontario","OMNR","Lake trout",81,"",127,726,4601.06,"D","","2A","M","2","0",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_109_081_3","OMNR_LOA_IA25_GL1_109","Ontario","OMNR","Lake trout",81,"",140,626,3347.06,"D","","2A","M","2","4",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_109_081_4","OMNR_LOA_IA25_GL1_109","Ontario","OMNR","Lake trout",81,"",152,764,5110.11,"D","","2A","M","2","0",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_109_081_5","OMNR_LOA_IA25_GL1_109","Ontario","OMNR","Lake trout",81,"",152,821,7028.81,"D","","2A","M","2","45",0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_GL1_109_093_1","OMNR_LOA_IA25_GL1_109","Ontario","OMNR","Lake herring",93,"",76,384,496.67,"D","","2A","M","2",NA,0,0,0,0,0,0,0,0,0
