"FishID","LiftID","Lake","Agency","SpeciesName","SpeciesNumber","SpeciesAbbrev","MeshSizemm","Length(mm)","Weight(g)","R/D","Age","AgeStructure","SexAgency","MaturityAgency","FinClipAgency","CWTAgency","A1-A3","A1","A2","A3","A4","B1","B2","B3","B4"
"OMNR_LOA_IA25_NSA_23_131_2","OMNR_LOA_IA25_NSA_23","Ontario","OMNR","Northern pike",131,"",1,583.83985,1150,"D","","8",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_23_131_3","OMNR_LOA_IA25_NSA_23","Ontario","OMNR","Northern pike",131,"",1,677.70805,2060,"D","","8",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_23_131_4","OMNR_LOA_IA25_NSA_23","Ontario","OMNR","Northern pike",131,"",1,688.13785,1960,"D","","8",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_23_131_5","OMNR_LOA_IA25_NSA_23","Ontario","OMNR","Northern pike",131,"",1,708.99745,2380,"D","","8",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_23_131_6","OMNR_LOA_IA25_NSA_23","Ontario","OMNR","Northern pike",131,"",1,784,3158.1,"D","","28D","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_23_131_7","OMNR_LOA_IA25_NSA_23","Ontario","OMNR","Northern pike",131,"",1,909,5244.36,"D","","28D","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_23_131_8","OMNR_LOA_IA25_NSA_23","Ontario","OMNR","Northern pike",131,"",1,743,2561.96,"D","","28D","F","2",NA,NA,0,0,0,0,0,0,0,1,0
"OMNR_LOA_IA25_NSA_23_316_1","OMNR_LOA_IA25_NSA_23","Ontario","OMNR","Smallmouth bass",316,"",1,378,838.6,"D","","2","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_24_316_1","OMNR_LOA_IA25_NSA_24","Ontario","OMNR","Smallmouth bass",316,"",1,499,2038.48,"D","","2","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_3_316_1","OMNR_LOA_IA25_NSA_3","Ontario","OMNR","Smallmouth bass",316,"",1,246,256.2,"D","","2","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_5_131_1","OMNR_LOA_IA25_NSA_5","Ontario","OMNR","Northern pike",131,"",1,830,3473.19,"D","","28D","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_6_131_1","OMNR_LOA_IA25_NSA_6","Ontario","OMNR","Northern pike",131,"",1,689,1780,"D","","8",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_6_317_1","OMNR_LOA_IA25_NSA_6","Ontario","OMNR","Largemouth bass",317,"",1,195,117.05,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_6_317_2","OMNR_LOA_IA25_NSA_6","Ontario","OMNR","Largemouth bass",317,"",1,172,84.39,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_7_317_1","OMNR_LOA_IA25_NSA_7","Ontario","OMNR","Largemouth bass",317,"",1,197,111.69,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_8_317_1","OMNR_LOA_IA25_NSA_8","Ontario","OMNR","Largemouth bass",317,"",1,177,82.79,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_8_317_2","OMNR_LOA_IA25_NSA_8","Ontario","OMNR","Largemouth bass",317,"",1,201,125.7,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_8_317_3","OMNR_LOA_IA25_NSA_8","Ontario","OMNR","Largemouth bass",317,"",1,207,129.47,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_9_316_1","OMNR_LOA_IA25_NSA_9","Ontario","OMNR","Smallmouth bass",316,"",1,456,1695.91,"D","","2","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_9_316_2","OMNR_LOA_IA25_NSA_9","Ontario","OMNR","Smallmouth bass",316,"",1,448,1666.15,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_9_316_3","OMNR_LOA_IA25_NSA_9","Ontario","OMNR","Smallmouth bass",316,"",1,466,1848.7,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_9_316_4","OMNR_LOA_IA25_NSA_9","Ontario","OMNR","Smallmouth bass",316,"",1,453,2022.96,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_9_316_5","OMNR_LOA_IA25_NSA_9","Ontario","OMNR","Smallmouth bass",316,"",1,460,1864.33,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_9_317_1","OMNR_LOA_IA25_NSA_9","Ontario","OMNR","Largemouth bass",317,"",1,219,181.15,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_9_317_2","OMNR_LOA_IA25_NSA_9","Ontario","OMNR","Largemouth bass",317,"",1,219,157.06,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSA_9_317_3","OMNR_LOA_IA25_NSA_9","Ontario","OMNR","Largemouth bass",317,"",1,186,89.01,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_1_317_1","OMNR_LOA_IA25_NSE_1","Ontario","OMNR","Largemouth bass",317,"",1,380,860.96,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_1_317_2","OMNR_LOA_IA25_NSE_1","Ontario","OMNR","Largemouth bass",317,"",1,310,454.91,"D","","2","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_1_317_3","OMNR_LOA_IA25_NSE_1","Ontario","OMNR","Largemouth bass",317,"",1,177,76.16,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_1_334_1","OMNR_LOA_IA25_NSE_1","Ontario","OMNR","Walleye",334,"",1,476,922.56,"D","","2A","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_1_334_2","OMNR_LOA_IA25_NSE_1","Ontario","OMNR","Walleye",334,"",1,416,634.08,"D","","2A","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_1_334_3","OMNR_LOA_IA25_NSE_1","Ontario","OMNR","Walleye",334,"",1,223,88.38,"D","","2A","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_10_131_1","OMNR_LOA_IA25_NSE_10","Ontario","OMNR","Northern pike",131,"",1,445,527.69,"D","","28D","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_10_334_1","OMNR_LOA_IA25_NSE_10","Ontario","OMNR","Walleye",334,"",1,539,1132.42,"D","","2A","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_11_317_1","OMNR_LOA_IA25_NSE_11","Ontario","OMNR","Largemouth bass",317,"",1,204,123.79,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_11_317_2","OMNR_LOA_IA25_NSE_11","Ontario","OMNR","Largemouth bass",317,"",1,194,107.86,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_11_334_1","OMNR_LOA_IA25_NSE_11","Ontario","OMNR","Walleye",334,"",1,413,612.4,"D","","2A","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_13_334_1","OMNR_LOA_IA25_NSE_13","Ontario","OMNR","Walleye",334,"",1,476,841.43,"D","","2A","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_14_131_1","OMNR_LOA_IA25_NSE_14","Ontario","OMNR","Northern pike",131,"",1,580,1160.85,"D","","28D","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_14_317_1","OMNR_LOA_IA25_NSE_14","Ontario","OMNR","Largemouth bass",317,"",1,266,337.38,"D","","2","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_15_317_1","OMNR_LOA_IA25_NSE_15","Ontario","OMNR","Largemouth bass",317,"",1,231,222.5,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_16_334_1","OMNR_LOA_IA25_NSE_16","Ontario","OMNR","Walleye",334,"",1,400,550.09,"D","","2A","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_16_334_10","OMNR_LOA_IA25_NSE_16","Ontario","OMNR","Walleye",334,"",1,410,581.94,"D","","2A","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_16_334_2","OMNR_LOA_IA25_NSE_16","Ontario","OMNR","Walleye",334,"",1,513,1265.09,"D","","2A","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_16_334_3","OMNR_LOA_IA25_NSE_16","Ontario","OMNR","Walleye",334,"",1,425,691.92,"D","","2A","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_16_334_4","OMNR_LOA_IA25_NSE_16","Ontario","OMNR","Walleye",334,"",1,372,442.22,"D","","2A","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_16_334_5","OMNR_LOA_IA25_NSE_16","Ontario","OMNR","Walleye",334,"",1,373,475.69,"D","","2A","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_16_334_6","OMNR_LOA_IA25_NSE_16","Ontario","OMNR","Walleye",334,"",1,390,530.54,"D","","2A","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_16_334_7","OMNR_LOA_IA25_NSE_16","Ontario","OMNR","Walleye",334,"",1,383,450.7,"D","","2A","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_16_334_8","OMNR_LOA_IA25_NSE_16","Ontario","OMNR","Walleye",334,"",1,445,733.92,"D","","2A","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_16_334_9","OMNR_LOA_IA25_NSE_16","Ontario","OMNR","Walleye",334,"",1,376,417.94,"D","","2A","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_2_131_1","OMNR_LOA_IA25_NSE_2","Ontario","OMNR","Northern pike",131,"",1,601,1052.02,"D","","28D","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_2_317_1","OMNR_LOA_IA25_NSE_2","Ontario","OMNR","Largemouth bass",317,"",1,338,659.56,"D","","2","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_2_317_2","OMNR_LOA_IA25_NSE_2","Ontario","OMNR","Largemouth bass",317,"",1,257,265.25,"D","","2","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_2_317_3","OMNR_LOA_IA25_NSE_2","Ontario","OMNR","Largemouth bass",317,"",1,265,294.9,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_2_334_1","OMNR_LOA_IA25_NSE_2","Ontario","OMNR","Walleye",334,"",1,391,534.75,"D","","2A","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_3_317_1","OMNR_LOA_IA25_NSE_3","Ontario","OMNR","Largemouth bass",317,"",1,286,419.79,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_3_334_1","OMNR_LOA_IA25_NSE_3","Ontario","OMNR","Walleye",334,"",1,395,526.04,"D","","2A","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_3_334_2","OMNR_LOA_IA25_NSE_3","Ontario","OMNR","Walleye",334,"",1,425,670.75,"D","","2A","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_4_131_1","OMNR_LOA_IA25_NSE_4","Ontario","OMNR","Northern pike",131,"",1,660,1576.42,"D","","28D","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_4_131_2","OMNR_LOA_IA25_NSE_4","Ontario","OMNR","Northern pike",131,"",1,530,400.86,"D","","28D","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_4_317_1","OMNR_LOA_IA25_NSE_4","Ontario","OMNR","Largemouth bass",317,"",1,234,198.38,"D","","2","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_4_317_2","OMNR_LOA_IA25_NSE_4","Ontario","OMNR","Largemouth bass",317,"",1,202,130.67,"D","","2","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_4_334_1","OMNR_LOA_IA25_NSE_4","Ontario","OMNR","Walleye",334,"",1,555,1359.24,"D","","2A","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_4_334_2","OMNR_LOA_IA25_NSE_4","Ontario","OMNR","Walleye",334,"",1,448,722.25,"D","","2A","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_4_334_3","OMNR_LOA_IA25_NSE_4","Ontario","OMNR","Walleye",334,"",1,396,568.5,"D","","2A","F","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_4_334_4","OMNR_LOA_IA25_NSE_4","Ontario","OMNR","Walleye",334,"",1,344,350.77,"D","","2A","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_5_317_1","OMNR_LOA_IA25_NSE_5","Ontario","OMNR","Largemouth bass",317,"",1,219,146.68,"D","","2","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_5_317_2","OMNR_LOA_IA25_NSE_5","Ontario","OMNR","Largemouth bass",317,"",1,212,149.97,"D","","2","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_5_317_3","OMNR_LOA_IA25_NSE_5","Ontario","OMNR","Largemouth bass",317,"",1,206,137.55,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_5_317_4","OMNR_LOA_IA25_NSE_5","Ontario","OMNR","Largemouth bass",317,"",1,176,79.5,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_5_317_5","OMNR_LOA_IA25_NSE_5","Ontario","OMNR","Largemouth bass",317,"",1,274,338.33,"D","","2","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_5_317_6","OMNR_LOA_IA25_NSE_5","Ontario","OMNR","Largemouth bass",317,"",1,182,78.79,"D","","2","F","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_5_317_7","OMNR_LOA_IA25_NSE_5","Ontario","OMNR","Largemouth bass",317,"",1,262,286.29,"D","","2","M","2",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_5_334_1","OMNR_LOA_IA25_NSE_5","Ontario","OMNR","Walleye",334,"",1,213,79.57,"D","","2A","M","1",NA,NA,0,0,0,0,0,0,0,0,0
"OMNR_LOA_IA25_NSE_5_334_2","OMNR_LOA_IA25_NSE_5","Ontario","OMNR","Walleye",334,"",1,512,1187.53,"D","","2A","F","2",NA,NA,0,0,0,0,0,0,0,0,0
